fact_id,context,claim,label,claim_type
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",Da Shibuya Sky nelle giornate limpide si può vedere il monte Fuji.,2,neutral_hard
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Il takkyubin impiega due settimane per consegnare una valigia.,0,contradiction
tsukiji,"A Tokyo il mercato esterno di Tsukiji vive di mattina: le bancarelle iniziano ad aprire verso le 5:00 e la maggior parte delle attività abbassa le serrande nel primo pomeriggio, attorno alle 14:00.",Il mercato di Tsukiji è raggiungibile con la linea Hibiya della metro.,2,neutral_hard
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,In Giappone si può mangiare in modo economico nelle catene di gyudon.,1,entailment
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",Alcuni izakaya applicano un piccolo coperto chiamato otoshi.,2,neutral_hard
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Nei giorni affollati Super Nintendo World richiede un biglietto a orario.,1,entailment
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.",Dal 2023 per visitare Miyajima si paga una tassa di 100 yen.,1,entailment
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Una notte in capsule hotel costa in media tra 3000 e 6000 yen.,1,entailment
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Super Nintendo World include l'attrazione di Mario Kart.,2,neutral_hard
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",È consigliabile girare in Giappone con del contante.,1,entailment
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",Davanti al Senso-ji si estende la via commerciale Nakamise-dori.,2,neutral_hard
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Per raggiungere il parco delle scimmie serve una camminata di circa 30 minuti.,1,entailment
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",All'interno del Museo Ghibli si può fotografare liberamente.,0,contradiction
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",Per entrare al Senso-ji si paga un biglietto di 300 yen.,0,contradiction
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",Nei konbini si possono ritirare i pacchi ordinati online.,2,neutral_hard
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,In molti onsen tradizionali i tatuaggi non sono ammessi.,1,entailment
tsukiji,"A Tokyo il mercato esterno di Tsukiji vive di mattina: le bancarelle iniziano ad aprire verso le 5:00 e la maggior parte delle attività abbassa le serrande nel primo pomeriggio, attorno alle 14:00.",Il mercato esterno di Tsukiji è più attivo al mattino.,1,entailment
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",Le previsioni della fioritura vengono pubblicate ogni anno dagli enti meteo.,2,neutral_hard
ghibli_museum,"Il Museo Ghibli di Mitaka, a Tokyo, vende i biglietti solo su prenotazione anticipata: non è possibile acquistarli in loco. All'interno del museo è vietato fotografare e filmare.",Al Museo Ghibli è vietato scattare fotografie all'interno.,1,entailment
shoes_off,"In Giappone è obbligatorio togliersi le scarpe prima di entrare nelle case private, nei ryokan e in molti templi; all'ingresso (genkan) si trovano spesso pantofole da indossare all'interno.",La via Hanamikoji resta accessibile ai visitatori.,2,neutral_easy
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Sul sentiero Yoshida si paga un contributo di 2000 yen.,1,entailment
ichiran,La catena di ramen Ichiran è famosa per i banconi con postazioni singole separate da pannelli; si ordina tramite un distributore automatico di biglietti all'ingresso e molte sedi sono aperte 24 ore su 24.,Il gesto delle bacchette verticali nel riso richiama i riti funebri.,2,neutral_easy
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",A teamLab Planets si può entrare liberamente senza prenotazione.,0,contradiction
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.",Negli onsen ci si immerge in vasca senza bisogno di lavarsi prima.,0,contradiction
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",Da Shibuya Sky nelle giornate limpide si può vedere il monte Fuji.,2,neutral_hard
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",In molti ristoranti giapponesi si ordina tramite distributori di biglietti.,2,neutral_hard
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",Dotonbori è particolarmente animato la sera.,1,entailment
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Sedendosi sul lato destro del treno verso Kyoto si può vedere il monte Fuji.,2,neutral_hard
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).","Al Senso-ji è possibile estrarre gli omikuji, i biglietti della fortuna.",2,neutral_hard
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,"Un'altra settimana molto affollata è l'Obon, a metà agosto.",2,neutral_hard
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",La stagione delle piogge giapponese dura da dicembre a febbraio.,0,contradiction
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",Non si possono comprare i biglietti del Museo Ghibli direttamente in loco.,1,entailment
tax_free,"Lo shopping tax-free in Giappone è riservato ai turisti stranieri: serve una spesa minima di 5000 yen nello stesso negozio e nello stesso giorno, mostrando il passaporto al momento del pagamento.",Il tax-free richiede di mostrare il passaporto alla cassa.,1,entailment
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Il viaggio in Shinkansen da Tokyo a Kyoto dura circa 6 ore.,0,contradiction
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",Molti locali giapponesi mettono a disposizione anche forchette su richiesta.,2,neutral_hard
fushimi_inari,"Il santuario Fushimi Inari Taisha di Kyoto è famoso per i suoi migliaia di torii rossi. L'accesso è gratuito e il santuario è aperto 24 ore su 24, tutti i giorni dell'anno.",Il santuario Fushimi Inari è chiuso durante le festività di Capodanno.,0,contradiction
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",Il Senso-ji è stato fondato nel 1945.,0,contradiction
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Hiroshima è famosa anche per l'okonomiyaki in stile locale.,2,neutral_hard
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Il monte Fuji è alto 3776 metri.,2,neutral_hard
taxi_japan,"Nei taxi giapponesi le portiere posteriori si aprono e si chiudono automaticamente, comandate dall'autista. Non è consuetudine lasciare la mancia e la tariffa base a Tokyo parte da circa 500 yen.",A Tokyo si possono chiamare i taxi tramite app come GO.,2,neutral_hard
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.",Tutti gli onsen giapponesi accettano senza problemi le persone tatuate.,0,contradiction
nara_deer,"Il parco di Nara ospita più di mille cervi sika in libertà, ritenuti messaggeri degli dei; è consentito dar loro da mangiare soltanto gli shika senbei, i cracker dedicati venduti nel parco a circa 200 yen.",A Nara si può dare ai cervi qualsiasi cibo portato da casa.,0,contradiction
train_etiquette,"In Giappone sui mezzi su rotaia si evita di telefonare e si tiene il telefono in modalità silenziosa; in alcune linee, nelle ore di punta, esistono vagoni riservati alle sole donne.",Sui mezzi giapponesi è obbligatorio tenere la suoneria al massimo volume.,0,contradiction
nara_deer,"Il parco di Nara ospita più di mille cervi sika in libertà, ritenuti messaggeri degli dei; è consentito dar loro da mangiare soltanto gli shika senbei, i cracker dedicati venduti nel parco a circa 200 yen.",Nel parco di Nara vivono oltre mille cervi in libertà.,1,entailment
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass di una settimana costa 10000 yen.,0,contradiction
taxi_japan,In Giappone le porte posteriori dei taxi sono automatiche e gestite dal conducente. La mancia non è prevista e a Tokyo la corsa parte da una tariffa base di circa 500 yen.,Molti taxi giapponesi accettano il pagamento con carte IC.,2,neutral_hard
ghibli_museum,"Il Museo Ghibli di Mitaka, a Tokyo, vende i biglietti solo su prenotazione anticipata: non è possibile acquistarli in loco. All'interno del museo è vietato fotografare e filmare.",Filmare all'interno del Museo Ghibli non è consentito.,1,entailment
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",Il Kinkaku-ji è chiuso il lunedì.,0,contradiction
sakura,La stagione dei sakura a Tokyo e Kyoto cade solitamente tra fine marzo e i primi di aprile; il picco della fioritura dura all'incirca una settimana.,La piena fioritura dei sakura dura tre mesi.,0,contradiction
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",L'asta dei tonni si svolge oggi al mercato di Toyosu.,2,neutral_hard
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",Il Kinkaku-ji chiude alle 21:00 per le visite serali.,0,contradiction
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Il mercato esterno di Tsukiji è più attivo al mattino.,2,neutral_easy
fushimi_inari,"Il santuario Fushimi Inari Taisha di Kyoto è famoso per i suoi migliaia di torii rossi. L'accesso è gratuito e il santuario è aperto 24 ore su 24, tutti i giorni dell'anno.",Il Fushimi Inari chiude ogni sera alle 18:00.,0,contradiction
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",Il Kenroku-en è considerato uno dei tre giardini più belli del Giappone.,1,entailment
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",Per la Suica fisica è previsto un deposito cauzionale di 500 yen.,2,neutral_hard
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",A Tsukiji gran parte dei negozi chiude verso le 14:00.,1,entailment
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",In autunno gli aceri giapponesi restano completamente verdi.,0,contradiction
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",Nelle vicinanze di Dotonbori si trova la via commerciale Shinsaibashi.,2,neutral_hard
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,Un gyudon da Yoshinoya costa circa 500-700 yen.,1,entailment
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Il tempio Tofuku-ji è celebre per la vista sul foliage dal ponte Tsutenkyo.,2,neutral_hard
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",Il mercato esterno di Tsukiji apre solo la sera.,0,contradiction
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.",Il castello di Himeji è patrimonio UNESCO.,1,entailment
tax_free,"In Giappone i turisti stranieri possono acquistare tax-free nei negozi aderenti per spese superiori a 5000 yen nello stesso giorno e nello stesso negozio, presentando il passaporto alla cassa.",Il tax-free vale per acquisti nello stesso negozio nello stesso giorno.,1,entailment
ghibli_museum,"Il Museo Ghibli di Mitaka, a Tokyo, vende i biglietti solo su prenotazione anticipata: non è possibile acquistarli in loco. All'interno del museo è vietato fotografare e filmare.",I biglietti del Museo Ghibli richiedono la prenotazione anticipata.,1,entailment
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",Il Todai-ji si trova a Nara.,1,entailment
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",Il galateo giapponese non prevede alcuna regola sull'uso delle bacchette.,0,contradiction
hiroshima_peace,"Il Museo Memoriale della Pace di Hiroshima ha un biglietto d'ingresso di 200 yen per gli adulti ed è aperto dalle 8:30, con orario di chiusura variabile a seconda della stagione.",Sui Nozomi sono disponibili vagoni con posti non riservati.,2,neutral_easy
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",Nei locali Ichiran il refill di noodles si chiama kaedama.,2,neutral_easy
pocket_wifi,In Giappone i turisti possono connettersi noleggiando un pocket WiFi oppure comprando una SIM o eSIM dati; il dispositivo si ritira ai banchi in aeroporto e si restituisce di frequente con una busta prepagata.,La riconsegna del pocket WiFi avviene spesso con una busta prepagata.,1,entailment
shoes_off,"In Giappone è obbligatorio togliersi le scarpe prima di entrare nelle case private, nei ryokan e in molti templi; all'ingresso (genkan) si trovano spesso pantofole da indossare all'interno.",In Giappone si entra tranquillamente in casa con le scarpe.,0,contradiction
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",Il Grande Buddha del Todai-ji è alto circa 15 metri.,1,entailment
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Il torii galleggiante di Itsukushima si trova a Okinawa.,0,contradiction
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Il Narita Express dispone di spazi dedicati ai bagagli con lucchetto.,2,neutral_hard
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",La spedizione di una valigia con takkyubin costa circa 20000 yen.,0,contradiction
sapporo_snowfes,"Il Sapporo Snow Festival si tiene ogni anno a inizio febbraio nel parco Odori e in altre aree della città, con enormi sculture di neve e ghiaccio; l'ingresso alle aree del festival è gratuito.",A Sapporo è tipico il ramen al miso.,2,neutral_hard
taxi_japan,In Giappone le porte posteriori dei taxi sono automatiche e gestite dal conducente. La mancia non è prevista e a Tokyo la corsa parte da una tariffa base di circa 500 yen.,Le portiere posteriori dei taxi giapponesi si aprono automaticamente.,1,entailment
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Il biglietto a orario per Super Nintendo World si prenota dall'app.,1,entailment
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",L'ingresso al Kinkaku-ji costa 500 yen per un adulto.,1,entailment
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",Il canale di Dotonbori è attraversato dal ponte Ebisubashi.,2,neutral_hard
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",La stagione di scalata del Fuji va circa da luglio a inizio settembre.,1,entailment
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",Super Nintendo World include l'attrazione di Mario Kart.,2,neutral_hard
sapporo_snowfes,"Il Sapporo Snow Festival si tiene ogni anno a inizio febbraio nel parco Odori e in altre aree della città, con enormi sculture di neve e ghiaccio; l'ingresso alle aree del festival è gratuito.",Durante il festival vengono organizzati anche scivoli di neve per bambini.,2,neutral_hard
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",Durante la tsuyu il clima è secco e privo di piogge.,0,contradiction
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Fuori stagione i rifugi del monte Fuji sono in gran parte chiusi.,1,entailment
teamlab,Per visitare teamLab Planets a Tokyo bisogna comprare online un biglietto con fascia oraria; un adulto paga 3800 yen. Il percorso si affronta scalzi perché in alcune sale si cammina nell'acqua.,teamLab Planets si trova nella zona di Toyosu.,2,neutral_hard
jrpass,"Con 50000 yen si acquista il Japan Rail Pass ordinario di 7 giorni, che permette di viaggiare senza limiti sui treni JR e sugli Shinkansen Hikari e Kodama; restano esclusi i Nozomi e i Mizuho.",Il Japan Rail Pass copre anche i treni Nozomi senza supplementi.,0,contradiction
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",A Shibuya Sky non è consentito portare treppiedi fotografici.,2,neutral_hard
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",Le prese italiane funzionano in Giappone senza adattatore.,0,contradiction
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Molti capsule hotel hanno piani separati per uomini e donne.,1,entailment
plug_voltage,In Giappone le prese elettriche sono di tipo A con due lamelle piatte e la tensione è di 100 volt; i viaggiatori europei hanno bisogno di un adattatore.,Le prese giapponesi sono di tipo L a tre poli.,0,contradiction
ghibli_museum,"Il Museo Ghibli di Mitaka, a Tokyo, vende i biglietti solo su prenotazione anticipata: non è possibile acquistarli in loco. All'interno del museo è vietato fotografare e filmare.",Non si possono comprare i biglietti del Museo Ghibli direttamente in loco.,1,entailment
tipping,Lasciare la mancia in Giappone non è consuetudine e nei ristoranti può addirittura mettere in imbarazzo il personale. Di norma si paga alla cassa e non al tavolo.,Nei ristoranti giapponesi si paga di solito alla cassa.,1,entailment
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",In Giappone è normale avvicinare la ciotola alla bocca per mangiare il riso.,2,neutral_hard
nara_deer,"Il parco di Nara ospita più di mille cervi sika in libertà, ritenuti messaggeri degli dei; è consentito dar loro da mangiare soltanto gli shika senbei, i cracker dedicati venduti nel parco a circa 200 yen.",Suica e Pasmo sono carte ricaricabili.,2,neutral_easy
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Con la bassa marea si può camminare fino al torii di Itsukushima.,2,neutral_hard
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Dal 2023 per visitare Miyajima si paga una tassa di 100 yen.,1,entailment
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",Kanazawa è famosa anche per il quartiere delle geishe Higashi Chaya.,2,neutral_hard
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",Per entrare a Dotonbori si paga un biglietto di 500 yen.,0,contradiction
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",Shibuya Sky è aperto fino alle 22:30.,1,entailment
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",I konbini giapponesi sono aperti 24 ore su 24.,1,entailment
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Molti escursionisti salgono di notte per vedere l'alba dalla vetta del Fuji.,2,neutral_hard
akihabara,"A Tokyo, il quartiere di Akihabara — regno dell'elettronica e della cultura otaku — trasforma la domenica pomeriggio la sua via principale, la Chuo-dori, in una zona pedonale chiusa alle auto.",La domenica pomeriggio la Chuo-dori di Akihabara diventa pedonale.,1,entailment
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",Nei ristoranti giapponesi si paga di solito alla cassa.,1,entailment
pocket_wifi,Per avere internet in viaggio in Giappone si può noleggiare un pocket WiFi o acquistare una SIM/eSIM dati; il ritiro del pocket WiFi è possibile direttamente nei banchi degli aeroporti e la riconsegna avviene spesso tramite una busta prepagata.,In Giappone si può usare una eSIM dati per avere internet.,1,entailment
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,La stagione di scalata del Fuji va circa da luglio a inizio settembre.,1,entailment
tokyo_skytree,"Con i suoi 634 metri, la Tokyo Skytree è la torre più alta del Giappone e offre due piattaforme panoramiche: il Tembo Deck a quota 350 metri e la Tembo Galleria a 450 metri.",La Skytree si illumina con colori diversi a seconda delle ricorrenze.,2,neutral_hard
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Non esiste alcuna tassa di ingresso per Miyajima.,0,contradiction
